Accession	Title	Platform	Total bases	Create date	SRA URL	SRA filename	SRA nice filename	FastQ URL	FastQ Aspera URL	FastQ filename	FastQ nice filename
Accession	Title	Platform	Total bases	Create date	SRA URL	SRA filename	SRA nice filename	FastQ URL	FastQ Aspera URL	FastQ filename	FastQ nice filename
SRR11893087	GSM4585129: mcd1-AID_rep2; Saccharomyces cerevisiae; OTHER	Illumina HiSeq 4000	68246	1604476800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR118/SRR11893087/SRR11893087.sra	SRR11893087.sra	SRR11893087_GSM4585129_mcd1-AID_rep2_Saccharomyces_cerevisiae_OTHER.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR118/087/SRR11893087/SRR11893087_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR118/087/SRR11893087/SRR11893087_1.fastq.gz	SRR11893087_1.fastq.gz	SRR11893087_GSM4585129_mcd1-AID_rep2_Saccharomyces_cerevisiae_OTHER_1.fastq.gz
SRR11893087	GSM4585129: mcd1-AID_rep2; Saccharomyces cerevisiae; OTHER	Illumina HiSeq 4000	68246	1604476800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR118/SRR11893087/SRR11893087.sra	SRR11893087.sra	SRR11893087_GSM4585129_mcd1-AID_rep2_Saccharomyces_cerevisiae_OTHER.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR118/087/SRR11893087/SRR11893087_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR118/087/SRR11893087/SRR11893087_2.fastq.gz	SRR11893087_2.fastq.gz	SRR11893087_GSM4585129_mcd1-AID_rep2_Saccharomyces_cerevisiae_OTHER_2.fastq.gz
SRR11893085	GSM4585127: A364_rep2; Saccharomyces cerevisiae; OTHER	Illumina HiSeq 4000	77228	1604476800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR118/SRR11893085/SRR11893085.sra	SRR11893085.sra	SRR11893085_GSM4585127_A364_rep2_Saccharomyces_cerevisiae_OTHER.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR118/085/SRR11893085/SRR11893085_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR118/085/SRR11893085/SRR11893085_1.fastq.gz	SRR11893085_1.fastq.gz	SRR11893085_GSM4585127_A364_rep2_Saccharomyces_cerevisiae_OTHER_1.fastq.gz
SRR11893085	GSM4585127: A364_rep2; Saccharomyces cerevisiae; OTHER	Illumina HiSeq 4000	77228	1604476800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR118/SRR11893085/SRR11893085.sra	SRR11893085.sra	SRR11893085_GSM4585127_A364_rep2_Saccharomyces_cerevisiae_OTHER.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR118/085/SRR11893085/SRR11893085_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR118/085/SRR11893085/SRR11893085_2.fastq.gz	SRR11893085_2.fastq.gz	SRR11893085_GSM4585127_A364_rep2_Saccharomyces_cerevisiae_OTHER_2.fastq.gz
SRR11893086	GSM4585128: mcd1-AID_rep1; Saccharomyces cerevisiae; OTHER	Illumina HiSeq 4000	72278	1604476800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR118/SRR11893086/SRR11893086.sra	SRR11893086.sra	SRR11893086_GSM4585128_mcd1-AID_rep1_Saccharomyces_cerevisiae_OTHER.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR118/086/SRR11893086/SRR11893086_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR118/086/SRR11893086/SRR11893086_1.fastq.gz	SRR11893086_1.fastq.gz	SRR11893086_GSM4585128_mcd1-AID_rep1_Saccharomyces_cerevisiae_OTHER_1.fastq.gz
SRR11893086	GSM4585128: mcd1-AID_rep1; Saccharomyces cerevisiae; OTHER	Illumina HiSeq 4000	72278	1604476800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR118/SRR11893086/SRR11893086.sra	SRR11893086.sra	SRR11893086_GSM4585128_mcd1-AID_rep1_Saccharomyces_cerevisiae_OTHER.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR118/086/SRR11893086/SRR11893086_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR118/086/SRR11893086/SRR11893086_2.fastq.gz	SRR11893086_2.fastq.gz	SRR11893086_GSM4585128_mcd1-AID_rep1_Saccharomyces_cerevisiae_OTHER_2.fastq.gz
SRR11893089	GSM4585131: brn1-AID_rep2; Saccharomyces cerevisiae; OTHER	Illumina HiSeq 4000	68913	1604476800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR118/SRR11893089/SRR11893089.sra	SRR11893089.sra	SRR11893089_GSM4585131_brn1-AID_rep2_Saccharomyces_cerevisiae_OTHER.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR118/089/SRR11893089/SRR11893089_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR118/089/SRR11893089/SRR11893089_1.fastq.gz	SRR11893089_1.fastq.gz	SRR11893089_GSM4585131_brn1-AID_rep2_Saccharomyces_cerevisiae_OTHER_1.fastq.gz
SRR11893089	GSM4585131: brn1-AID_rep2; Saccharomyces cerevisiae; OTHER	Illumina HiSeq 4000	68913	1604476800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR118/SRR11893089/SRR11893089.sra	SRR11893089.sra	SRR11893089_GSM4585131_brn1-AID_rep2_Saccharomyces_cerevisiae_OTHER.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR118/089/SRR11893089/SRR11893089_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR118/089/SRR11893089/SRR11893089_2.fastq.gz	SRR11893089_2.fastq.gz	SRR11893089_GSM4585131_brn1-AID_rep2_Saccharomyces_cerevisiae_OTHER_2.fastq.gz
SRR11893088	GSM4585130: brn1-AID_rep1; Saccharomyces cerevisiae; OTHER	Illumina HiSeq 4000	65388	1604476800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR118/SRR11893088/SRR11893088.sra	SRR11893088.sra	SRR11893088_GSM4585130_brn1-AID_rep1_Saccharomyces_cerevisiae_OTHER.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR118/088/SRR11893088/SRR11893088_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR118/088/SRR11893088/SRR11893088_1.fastq.gz	SRR11893088_1.fastq.gz	SRR11893088_GSM4585130_brn1-AID_rep1_Saccharomyces_cerevisiae_OTHER_1.fastq.gz
SRR11893088	GSM4585130: brn1-AID_rep1; Saccharomyces cerevisiae; OTHER	Illumina HiSeq 4000	65388	1604476800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR118/SRR11893088/SRR11893088.sra	SRR11893088.sra	SRR11893088_GSM4585130_brn1-AID_rep1_Saccharomyces_cerevisiae_OTHER.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR118/088/SRR11893088/SRR11893088_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR118/088/SRR11893088/SRR11893088_2.fastq.gz	SRR11893088_2.fastq.gz	SRR11893088_GSM4585130_brn1-AID_rep1_Saccharomyces_cerevisiae_OTHER_2.fastq.gz
SRR11893084	GSM4585126: A364_rep1; Saccharomyces cerevisiae; OTHER	Illumina HiSeq 4000	62084	1604476800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR118/SRR11893084/SRR11893084.sra	SRR11893084.sra	SRR11893084_GSM4585126_A364_rep1_Saccharomyces_cerevisiae_OTHER.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR118/084/SRR11893084/SRR11893084_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR118/084/SRR11893084/SRR11893084_1.fastq.gz	SRR11893084_1.fastq.gz	SRR11893084_GSM4585126_A364_rep1_Saccharomyces_cerevisiae_OTHER_1.fastq.gz
SRR11893084	GSM4585126: A364_rep1; Saccharomyces cerevisiae; OTHER	Illumina HiSeq 4000	62084	1604476800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR118/SRR11893084/SRR11893084.sra	SRR11893084.sra	SRR11893084_GSM4585126_A364_rep1_Saccharomyces_cerevisiae_OTHER.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR118/084/SRR11893084/SRR11893084_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR118/084/SRR11893084/SRR11893084_2.fastq.gz	SRR11893084_2.fastq.gz	SRR11893084_GSM4585126_A364_rep1_Saccharomyces_cerevisiae_OTHER_2.fastq.gz
SRR11893094	GSM4585136: pds5-AID_rep1; Saccharomyces cerevisiae; OTHER	Illumina HiSeq 4000	84175	1604476800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR118/SRR11893094/SRR11893094.sra	SRR11893094.sra	SRR11893094_GSM4585136_pds5-AID_rep1_Saccharomyces_cerevisiae_OTHER.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR118/094/SRR11893094/SRR11893094_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR118/094/SRR11893094/SRR11893094_1.fastq.gz	SRR11893094_1.fastq.gz	SRR11893094_GSM4585136_pds5-AID_rep1_Saccharomyces_cerevisiae_OTHER_1.fastq.gz
SRR11893094	GSM4585136: pds5-AID_rep1; Saccharomyces cerevisiae; OTHER	Illumina HiSeq 4000	84175	1604476800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR118/SRR11893094/SRR11893094.sra	SRR11893094.sra	SRR11893094_GSM4585136_pds5-AID_rep1_Saccharomyces_cerevisiae_OTHER.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR118/094/SRR11893094/SRR11893094_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR118/094/SRR11893094/SRR11893094_2.fastq.gz	SRR11893094_2.fastq.gz	SRR11893094_GSM4585136_pds5-AID_rep1_Saccharomyces_cerevisiae_OTHER_2.fastq.gz
SRR11893091	GSM4585133: mcd1-AID_brn1-AID_rep2; Saccharomyces cerevisiae; OTHER	Illumina HiSeq 4000	62439	1604476800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR118/SRR11893091/SRR11893091.sra	SRR11893091.sra	SRR11893091_GSM4585133_mcd1-AID_brn1-AID_rep2_Saccharomyces_cerevisiae_OTHER.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR118/091/SRR11893091/SRR11893091_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR118/091/SRR11893091/SRR11893091_1.fastq.gz	SRR11893091_1.fastq.gz	SRR11893091_GSM4585133_mcd1-AID_brn1-AID_rep2_Saccharomyces_cerevisiae_OTHER_1.fastq.gz
SRR11893091	GSM4585133: mcd1-AID_brn1-AID_rep2; Saccharomyces cerevisiae; OTHER	Illumina HiSeq 4000	62439	1604476800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR118/SRR11893091/SRR11893091.sra	SRR11893091.sra	SRR11893091_GSM4585133_mcd1-AID_brn1-AID_rep2_Saccharomyces_cerevisiae_OTHER.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR118/091/SRR11893091/SRR11893091_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR118/091/SRR11893091/SRR11893091_2.fastq.gz	SRR11893091_2.fastq.gz	SRR11893091_GSM4585133_mcd1-AID_brn1-AID_rep2_Saccharomyces_cerevisiae_OTHER_2.fastq.gz
SRR11893095	GSM4585137: timecourse-30C_15min; Saccharomyces cerevisiae; OTHER	Illumina HiSeq 4000	107332	1604476800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR118/SRR11893095/SRR11893095.sra	SRR11893095.sra	SRR11893095_GSM4585137_timecourse-30C_15min_Saccharomyces_cerevisiae_OTHER.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR118/095/SRR11893095/SRR11893095_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR118/095/SRR11893095/SRR11893095_1.fastq.gz	SRR11893095_1.fastq.gz	SRR11893095_GSM4585137_timecourse-30C_15min_Saccharomyces_cerevisiae_OTHER_1.fastq.gz
SRR11893095	GSM4585137: timecourse-30C_15min; Saccharomyces cerevisiae; OTHER	Illumina HiSeq 4000	107332	1604476800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR118/SRR11893095/SRR11893095.sra	SRR11893095.sra	SRR11893095_GSM4585137_timecourse-30C_15min_Saccharomyces_cerevisiae_OTHER.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR118/095/SRR11893095/SRR11893095_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR118/095/SRR11893095/SRR11893095_2.fastq.gz	SRR11893095_2.fastq.gz	SRR11893095_GSM4585137_timecourse-30C_15min_Saccharomyces_cerevisiae_OTHER_2.fastq.gz
SRR11893092	GSM4585134: wpl1-AID_rep1; Saccharomyces cerevisiae; OTHER	Illumina HiSeq 4000	73693	1604476800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR118/SRR11893092/SRR11893092.sra	SRR11893092.sra	SRR11893092_GSM4585134_wpl1-AID_rep1_Saccharomyces_cerevisiae_OTHER.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR118/092/SRR11893092/SRR11893092_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR118/092/SRR11893092/SRR11893092_1.fastq.gz	SRR11893092_1.fastq.gz	SRR11893092_GSM4585134_wpl1-AID_rep1_Saccharomyces_cerevisiae_OTHER_1.fastq.gz
SRR11893092	GSM4585134: wpl1-AID_rep1; Saccharomyces cerevisiae; OTHER	Illumina HiSeq 4000	73693	1604476800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR118/SRR11893092/SRR11893092.sra	SRR11893092.sra	SRR11893092_GSM4585134_wpl1-AID_rep1_Saccharomyces_cerevisiae_OTHER.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR118/092/SRR11893092/SRR11893092_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR118/092/SRR11893092/SRR11893092_2.fastq.gz	SRR11893092_2.fastq.gz	SRR11893092_GSM4585134_wpl1-AID_rep1_Saccharomyces_cerevisiae_OTHER_2.fastq.gz
SRR11893093	GSM4585135: wpl1-AID_rep2; Saccharomyces cerevisiae; OTHER	Illumina HiSeq 4000	81995	1604476800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR118/SRR11893093/SRR11893093.sra	SRR11893093.sra	SRR11893093_GSM4585135_wpl1-AID_rep2_Saccharomyces_cerevisiae_OTHER.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR118/093/SRR11893093/SRR11893093_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR118/093/SRR11893093/SRR11893093_1.fastq.gz	SRR11893093_1.fastq.gz	SRR11893093_GSM4585135_wpl1-AID_rep2_Saccharomyces_cerevisiae_OTHER_1.fastq.gz
SRR11893093	GSM4585135: wpl1-AID_rep2; Saccharomyces cerevisiae; OTHER	Illumina HiSeq 4000	81995	1604476800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR118/SRR11893093/SRR11893093.sra	SRR11893093.sra	SRR11893093_GSM4585135_wpl1-AID_rep2_Saccharomyces_cerevisiae_OTHER.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR118/093/SRR11893093/SRR11893093_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR118/093/SRR11893093/SRR11893093_2.fastq.gz	SRR11893093_2.fastq.gz	SRR11893093_GSM4585135_wpl1-AID_rep2_Saccharomyces_cerevisiae_OTHER_2.fastq.gz
SRR11893090	GSM4585132: mcd1-AID_brn1-AID_rep1; Saccharomyces cerevisiae; OTHER	Illumina HiSeq 4000	91537	1604476800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR118/SRR11893090/SRR11893090.sra	SRR11893090.sra	SRR11893090_GSM4585132_mcd1-AID_brn1-AID_rep1_Saccharomyces_cerevisiae_OTHER.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR118/090/SRR11893090/SRR11893090_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR118/090/SRR11893090/SRR11893090_1.fastq.gz	SRR11893090_1.fastq.gz	SRR11893090_GSM4585132_mcd1-AID_brn1-AID_rep1_Saccharomyces_cerevisiae_OTHER_1.fastq.gz
SRR11893090	GSM4585132: mcd1-AID_brn1-AID_rep1; Saccharomyces cerevisiae; OTHER	Illumina HiSeq 4000	91537	1604476800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR118/SRR11893090/SRR11893090.sra	SRR11893090.sra	SRR11893090_GSM4585132_mcd1-AID_brn1-AID_rep1_Saccharomyces_cerevisiae_OTHER.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR118/090/SRR11893090/SRR11893090_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR118/090/SRR11893090/SRR11893090_2.fastq.gz	SRR11893090_2.fastq.gz	SRR11893090_GSM4585132_mcd1-AID_brn1-AID_rep1_Saccharomyces_cerevisiae_OTHER_2.fastq.gz
SRR11893096	GSM4585137: timecourse-30C_15min; Saccharomyces cerevisiae; OTHER	Illumina HiSeq 4000	99402	1604476800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR118/SRR11893096/SRR11893096.sra	SRR11893096.sra	SRR11893096_GSM4585137_timecourse-30C_15min_Saccharomyces_cerevisiae_OTHER.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR118/096/SRR11893096/SRR11893096_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR118/096/SRR11893096/SRR11893096_1.fastq.gz	SRR11893096_1.fastq.gz	SRR11893096_GSM4585137_timecourse-30C_15min_Saccharomyces_cerevisiae_OTHER_1.fastq.gz
SRR11893096	GSM4585137: timecourse-30C_15min; Saccharomyces cerevisiae; OTHER	Illumina HiSeq 4000	99402	1604476800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR118/SRR11893096/SRR11893096.sra	SRR11893096.sra	SRR11893096_GSM4585137_timecourse-30C_15min_Saccharomyces_cerevisiae_OTHER.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR118/096/SRR11893096/SRR11893096_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR118/096/SRR11893096/SRR11893096_2.fastq.gz	SRR11893096_2.fastq.gz	SRR11893096_GSM4585137_timecourse-30C_15min_Saccharomyces_cerevisiae_OTHER_2.fastq.gz
SRR11893098	GSM4585138: timecourse-30C_30min; Saccharomyces cerevisiae; OTHER	Illumina HiSeq 4000	84632	1604476800000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR118/SRR11893098/SRR11893098.sra	SRR11893098.sra	SRR11893098_GSM4585138_timecourse-30C_30min_Saccharomyces_cerevisiae_OTHER.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR118/098/SRR11893098/SRR11893098_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR118/098/SRR11893098/SRR11893098_1.fastq.gz	SRR11893098_1.fastq.gz	SRR11893098_GSM4585138_timecourse-30C_30min_Saccharomyces_cerevisiae_OTHER_1.fastq.gz
